x,y
81.47021381556988,120.42146435379982
91.0687415599823,117.85563898086548
98.48025114834309,111.29124337434769
103.08722930029035,102.44249255955219
156.18750022910535,100.49443829082884
156.98352563381195,90.54775263369083
159.5657958984375,80.90382385253906
164.0656303167343,71.99263300001621
170.31273946166039,64.19259474053979
177.94549968838692,57.77178718149662
186.72688034176826,53.006574645638466
196.23194224387407,49.96713579073548
206.1190725043416,48.465474251657724
216.10762866586447,48.232656022533774
226.06296446174383,49.10288197360933
235.8052999600768,51.299374451860785
245.036801956594,55.10606405697763
253.32000195980072,60.67808112502098
260.22450714558363,67.88068818300962
265.49919401854277,76.35900979489088
268.89342223852873,85.74796801060438
270.4207810163498,95.62127673625946
270.31885120645165,105.61428387835622
268.57890221849084,115.43328245356679
264.9596637636423,124.7446907311678
259.4771209694445,133.08617563918233
252.43283396959305,140.14815455675125
244.07390213012695,145.62688064575195
234.8151058740914,149.34689684584737
225.0405591018498,151.46075301244855
215.09079184010625,152.23135890439153
205.09948579967022,151.87966807186604
195.24339026212692,150.24824506044388
185.76718001067638,147.0558135062456
177.0955124348402,142.1432296782732
169.55844569206238,135.56784296035767
163.44825285673141,127.67781507968903
159.1388519257307,118.69227710366249
156.77473068237305,108.99076080322266
194.4375003213063,100.4127498306334
195.38363648951054,110.34303241968155
199.31454902887344,119.45465111732483
207.1770220398903,125.406485080719
217.03565780818462,126.13228270411491
225.72785568237305,121.48638153076172
230.640254214406,112.91695538163185
232.15194399654865,103.05193009972572
231.76770470291376,93.07172679528594
228.80876219272614,83.5791887640953
221.878113001585,76.53115792572498
212.24363136291504,74.4849271774292
202.9929939508438,77.88246220350266
196.93507361412048,85.69462805986404
194.6575562953949,95.39676457643509
355.22576853632927,12.5625
365.21669617013686,12.5625
375.2179667108576,12.5625
385.22257093432563,12.5625
393.75,14.03598441714712
393.75,24.0292446457986
393.75,34.037109375
393.75,44.02880208122883
393.75,54.03128904230289
393.75,64.03236915175512
393.75,74.03299268209841
393.75,84.02364829923249
393.75,94.02458353421684
393.75,104.03227501931289
393.75,114.02457862251867
393.75,124.02790824818112
393.75,134.03260646337003
393.75,144.0282570542422
389.72203786158934,150
379.7099031976177,150
369.72690466046333,150
359.71805177207716,150
358.03125,141.69429095461965
355.7337926030159,138.04570761322975
348.6232101917267,145.0659967660904
339.9310956001282,149.8869788646698
330.19480562210083,152.0545470714569
320.21486181020737,151.91807663440704
310.5298835299909,149.50326407700777
301.9389741383493,144.46378225833178
295.1541266106069,137.1566000059247
290.14725552499294,128.5304146707058
286.700191821903,119.15165986865759
284.76572585105896,109.35351705551147
284.15643490757793,99.3710401263088
284.6693725436926,89.39409506320953
286.47715996205807,79.56459295749664
289.9786990843713,70.21104303002357
295.488862618804,61.90796434879303
302.87509989738464,55.19079780578613
311.70730878040195,50.58332732319832
321.44761531054974,48.415621876716614
331.43118953704834,48.46600341796875
341.15396922826767,50.72626876831055
349.90846341848373,55.45689010620117
355.21875,57.29783821848105
355.21875,47.29948917590082
355.21875,37.29915582868489
355.21875,27.30519542307593
355.21875,17.303080916404724
355.4999997038394,99.93177830893546
354.3482954800129,90.03349788486958
349.55615758895874,81.40235620737076
340.807252407074,76.90306431055069
331.12022638320923,78.46201372146606
324.6625442504883,85.86376190185547
322.51458406448364,95.59504652023315
322.5132870823145,105.56952725350857
324.855316221714,115.25424617528915
331.46822150051594,122.53652854263783
341.14751529693604,124.10298585891724
349.81870275735855,119.48324158787727
354.3700257539749,110.72166636586189
355.4944663345814,100.80107105523348
418.40625,38.5265197455883
418.40625,28.528199153894093
418.40625,18.536552218989527
422.43550046794553,12.5625
432.4381439127692,12.5625
442.43584108615323,12.5625
452.4428596192156,12.5625
456.5625,18.43898567911674
456.5625,28.435291963229247
456.5625,38.437217619270086
446.6618574422246,38.53125
436.6462207014556,38.53125
426.6620889500264,38.53125
418.40625,149.99545425921679
418.40625,139.9977132846834
418.40625,130.00171248523657
418.40625,119.9929503245512
418.40625,110.00615219819883
418.40625,99.99998536710336
418.40625,90.00176486624696
418.40625,80.00631642266126
418.40625,70.00388827268011
418.40625,60.00655422131058
418.8347625732422,50.4375
428.8452237846168,50.4375
438.85270694907376,50.4375
448.8410134613514,50.4375
456.5625,52.727978252325556
456.5625,62.72068013506396
456.5625,72.7192797499738
456.5625,82.72820412690817
456.5625,92.71509462925974
456.5625,102.71538867767572
456.5625,112.7141875585512
456.5625,122.72828662571555
456.5625,132.71440153253207
456.5625,142.719269428213
453.84898515528766,150
443.8437637119978,150
433.8433590611021,150
423.83258851856226,150
480.9375,149.99545425921679
480.9375,139.9977132846834
480.9375,130.00171248523657
480.9375,119.9929503245512
480.9375,110.00615219819883
480.9375,99.99998536710336
480.9375,90.00176486624696
480.9375,80.00631642266126
480.9375,70.00388827268011
480.9375,60.00655422131058
481.37392740446376,50.4375
491.38191249559895,50.4375
501.37454319647077,50.4375
511.377988178283,50.4375
516.46875,55.347673495765775
516.46875,65.34273990505608
522.2675930857658,60.199961230158806
530.0336267352104,53.9346739500761
539.1378107070923,49.87465310096741
549.0027056336403,48.28523410856724
558.9725800417364,48.62437240406871
568.5544762462378,51.368556305766106
576.7172261327505,57.04754488170147
582.3399755358696,65.2493925690651
585.2346158735454,74.79265070334077
586.1956622600555,84.74571061134338
586.21875,94.73336404189467
586.21875,104.74677345239343
586.21875,114.73965866551055
586.21875,124.73950825376505
586.21875,134.7418818845881
586.21875,144.74058497053193
581.4785961459274,150
571.4763133156448,150
561.4745284222518,150
551.4822869100608,150
547.875,143.6123274229467
547.875,133.61028588266345
547.875,123.60726492657705
547.875,113.59516195667675
547.875,103.59512578585418
547.8470005989075,93.609699010849
545.7366185188293,83.90927481651306
537.8163306713104,78.37231117486954
528.0693454742432,79.55373001098633
521.4133284687996,86.73611006140709
519.3132088780403,96.47898754477501
519.09375,106.47261796693783
519.09375,116.4680627809139
519.09375,126.47894331290445
519.09375,136.4746242592537
519.09375,146.4648157850752
512.6210623048246,150
502.62135840834617,150
492.61894384057814,150
482.62625962262973,150
678.28125,65.15356895327568
678.28125,55.15533788240282
683.5708934792274,50.4375
693.5587362226579,50.4375
703.5726389740594,50.4375
713.561269548547,50.4375
714,59.99300905038308
714,70.00649263315881
714,79.9960287070935
714,90.00863507507256
714,100.00022617985815
714,110.0055813884718
714,120.00861362507567
714,130.0081223089719
714,139.99668602779275
714.0791435837746,150.00698894262314
712.6425166726112,159.86652463674545
708.9028072357178,169.11932587623596
703.0715847015381,177.21160912513733
695.2323741316795,183.35547718405724
686.0135686397552,187.2042020559311
676.2401097267866,189.27632251381874
666.2981593608856,190.23598337173462
656.2973856143653,190.38075613975525
646.3076364398003,189.90359115600586
636.4040036648512,188.61368465423584
626.7567171268165,186.03676199913025
618.0274687595665,181.23873332887888
611.407470703125,173.79931640625
607.7479522973299,164.5579768717289
607.0982236862183,154.60247325897217
614.8019353388809,153.11390719050542
624.7448231026583,154.24664123954335
634.6894624686756,155.37957483820355
644.3507308959961,156.82735919952393
650.1662346124649,164.5536493062973
659.8732909709215,166.49149069190025
669.3830215930939,163.89071416854858
674.6401015967131,155.66759723424911
675.5625,145.74003675190033
675.5625,135.74943351745605
671.54150390625,135.91609132289886
663.4485515356064,141.72783780097961
654.0472420156002,145.05139428377151
644.1178042888641,145.9537832736969
634.2406339645386,144.47207736968994
625.1571781039238,140.39379411935806
617.4933118075132,134.0243669897318
611.4345850870013,126.07677955180407
607.3258341550827,116.97817718982697
605.0910691022873,107.25947391986847
604.3241927549243,97.29183382540941
604.7267645001411,87.29676438868046
606.4947559833527,77.47840458154678
610.0927248001099,68.16533303260803
615.8714139461517,60.044026136398315
623.5998611301184,53.74525098502636
632.7471240609884,49.78297917544842
642.615065574646,48.241244316101074
652.5901057720184,48.663405418395996
662.221435546875,51.2021484375
670.6147690415382,56.58146345615387
677.3664834648371,63.91999116539955
642.3750002738088,98.7240139497444
643.6714782714844,108.59953308105469
649.1584839820862,116.76219248771667
658.4809970855713,119.89831066131592
667.9357273131609,117.24860487878323
674.0336037129164,109.51144136488438
675.8205389231443,99.73169066011906
674.8962644934654,89.79683469235897
670.2815008163452,81.06007200479507
661.7368841171265,76.16576582193375
651.9348442107439,77.12182335555553
644.9434399008751,83.9801396727562
642.5873445868492,93.63793748617172
798.2812502793968,81.36678336421028
798.7234132736921,71.38971255160868
800.1728790253401,61.4985807929188
802.8234100341797,51.85564613342285
806.8316361308098,42.7168990150094
812.2784929722548,34.34388787485659
819.0687926933169,27.02601259946823
827.0202037990093,20.9587619304657
835.8620738983154,16.317306518554688
845.3213760182261,13.086929976940155
855.1051285788417,11.144223868846893
865.0762303154916,10.293718859553337
875.0633259415627,10.356350641697645
885.0207389742136,11.310201021842659
894.8017637729645,13.33260302245617
904.2483558654785,16.628008604049683
913.0565119385719,21.336432974785566
920.921542301774,27.481115925125778
927.594672203064,34.92012047767639
932.8707445710897,43.39542490616441
936.689150031656,52.625116252340376
939.1390896700323,62.311371431685984
940.4008498750627,72.22975664678961
940.6738577485085,82.2118518948555
940.1382350362837,92.20362083986402
938.6759639382362,102.09856921434402
936.0484365262091,111.73565446212888
931.9908436015248,120.85634080320597
926.4586618244648,129.17511954903603
919.5722533464432,136.4131361246109
911.5492297410965,142.34789907932281
902.635116532445,146.88319770991802
893.1306806690991,149.9183229021728
883.2887533307076,151.65574997663498
873.3071584291756,152.32033468410373
863.3103290945292,152.1323569715023
853.3697662353516,151.12142944335938
843.593316078186,149.07774925231934
834.1739757210016,145.73907575011253
825.4527095295489,140.8719993531704
817.7632330991328,134.50512608885765
811.2774883657694,126.8978236913681
806.041079968214,118.39048379659653
802.2386387586594,109.15780806541443
799.8140559196472,99.45777797698975
798.5705835521221,89.55203765630722
840.7500001152512,81.56758100213483
841.2679848521948,91.54976919293404
843.2184937857091,101.33804393559694
847.5548734031618,110.29584795981646
854.9354985505342,116.93212357163429
864.3294163495302,120.18367758393288
874.2995159626007,120.26865327358246
883.7988102436066,117.31856667995453
891.3494338989258,110.86473226547241
895.6352391242981,101.88253435492516
897.5620808601379,92.09635242819786
898.1971135139465,82.12407812476158
897.8863792866468,72.1338268071413
896.0939077846706,62.303703267127275
891.9136952608824,53.27412195503712
884.690550506115,46.44011574983597
875.3933072537184,42.91292555630207
865.4311943650246,42.578013986349106
855.9202966690063,45.455602169036865
848.2600947618484,51.79213106632233
843.5841733217239,60.55147039890289
841.4156456664205,70.29683838039637
840.7573632672429,80.28177449852228
1035.2878586947918,111.09450137615204
1045.2192472465613,112.22365149573307
1055.1468119113051,113.35236685813288
1065.0970549712583,114.48366064272705
1070.5732208490372,118.56182509660721
1066.5932520925999,127.70835001766682
1060.8484497070312,135.88201904296875
1053.4448540210724,142.58017802238464
1044.7722714543343,147.5143362879753
1035.2678084224463,150.58835497498512
1025.3802201747894,152.02909326553345
1015.3945152573287,152.33411185070872
1005.4029035568237,151.87493419647217
995.5048070400953,150.50962476432323
985.8998635411263,147.76072919368744
977.0462929755449,143.18020901083946
969.41053211689,136.74319392442703
963.2725296020508,128.88188552856445
958.9847915768623,119.87852257490158
956.9441912770271,110.09496134519577
956.4393074512482,100.11871853470802
957.1378297805786,90.14436686038971
959.4214668273926,80.43556451797485
963.7762783169746,71.45432429015636
970.0307664871216,63.68414568901062
977.6974900960922,57.27896158397198
986.4898037910461,52.53346395492554
996.0832943916321,49.78573751449585
1005.9877748787403,48.48593410849571
1015.9808807373047,48.196014404296875
1025.974560186267,48.736687391996384
1035.8220311813056,50.33748894184828
1045.3229534737766,53.43608354777098
1053.8902138732374,58.54720379412174
1060.9750605784357,65.56768311560154
1066.294326838106,74.01720155775547
1068.6333445496857,82.53413688763976
1058.7232502955012,83.85375779354945
1048.810915808659,85.17367700720206
1038.8893901630727,86.49482010883366
1031.9902181625366,82.76688480377197
1024.8424179553986,76.03284430503845
1015.0786263942719,74.34883189201355
1005.4793195128441,76.8193833231926
998.405624806881,83.7146424651146
995.0946892350912,93.09167669713497
994.4242599606514,103.06769809126854
995.9810212254524,112.90355238318443
1001.1464080810547,121.33218383789062
1009.7801084518433,126.14290809631348
1019.7219595313072,126.33121740818024
1028.6329280734062,122.09957456588745
1034.2472795695066,113.92295444011688
1199.625,105.37812566757202
1193.9375651730224,109.6875
1183.9363562783838,109.6875
1173.9387936517596,109.6875
1163.93667941887,109.6875
1153.9373369756358,109.6875
1143.9279125863686,109.6875
1133.9435609245993,109.6875
1123.9323696568608,109.6875
1125.2308165133,118.60414391756058
1131.3080466985703,126.38288953900337
1140.5733894109726,129.7621639072895
1150.387759923935,128.36702227592468
1158.3793991804123,122.5427953004837
1167.5053015434896,121.45404278580827
1177.4611032796092,122.37265790859237
1187.419015726111,123.29146778520226
1197.3859628029168,124.21111128106713
1191.9674447625875,132.46245319023728
1185.168609380722,139.76788955926895
1177.0243912786245,145.53518069162965
1167.761713027954,149.2399435043335
1157.97801938653,151.24082551896572
1148.0098949968815,152.11572633683681
1138.0155910849571,152.19994680583477
1128.0380859375,151.465576171875
1118.2312197089195,149.54562203586102
1108.9649020582438,145.84320491552353
1100.847731743008,140.05951081216335
1094.2054604440928,132.60855621099472
1089.12100758031,124.00995447859168
1085.882624924183,114.56804984807968
1084.4439668655396,104.6889181137085
1084.5479714758694,94.6877653375268
1086.222767651081,84.85689318180084
1089.7412817031145,75.50865116715431
1095.143457043916,67.12276265770197
1102.1850970722735,60.032086953520775
1110.5427393950522,54.58225344121456
1119.8276584753767,50.91097879037261
1129.6054643131793,48.87527619302273
1139.5760621437803,48.19260215386748
1149.5781018733978,48.50398772209883
1159.4894371032715,49.76700675487518
1169.1351928710938,52.37615776062012
1178.0578537881374,56.83405476808548
1185.7759896218777,63.15107899904251
1191.8433748707175,71.07444114983082
1196.0288438871503,80.134122826159
1198.4306659698486,89.8234806060791
1199.4861956834793,99.76609861850739
1123.225597769022,91.40625
1133.2191345168467,91.40625
1143.2263967203908,91.40625
1153.227466315242,91.40625
1160.5161153674126,89.02096474170685
1157.6853590011597,79.48376655578613
1150.6811860352755,72.5852761566639
1140.9473260939121,70.81402632594109
1131.6129537820816,74.02099120616913
1125.4787793159485,81.75598382949829
1251.9308571517467,82.68679985404015
1241.9963477015335,81.6397178811385
1232.0490970174433,80.5912930018385
1222.0941087010215,79.5420525880254
1216.2503349781036,75.60794377326965
1219.8550153523684,66.30444605648518
1226.2008197754622,58.64791591465473
1234.615594625473,53.28963017463684
1244.1371564269066,50.34306174516678
1254.0308318138123,48.82375153899193
1264.002233505249,48.2181476354599
1273.997760772705,48.276209592819214
1283.984992325306,48.78612891957164
1293.905169725418,50.0020602196455
1303.4765305817127,52.820235416293144
1311.8818044662476,58.1580126285553
1317.838954925537,66.11124515533447
1321.182450056076,75.51717013120651
1322.34375,85.43205737834796
1322.34375,95.43131405994063
1322.34375,105.4281078265567
1322.34375,115.42639155522465
1322.34375,125.4171640397617
1322.5951080322266,135.4232940673828
1324.9363317489624,145.08938312530518
1322.498170449413,150
1312.5070325281704,150
1302.49648821156,150
1292.5040459632874,150
1287.920654296875,141.91368412971497
1282.8156102597713,141.67644202709198
1274.4530614614487,147.13011503219604
1265.042400330305,150.44697654247284
1255.1742729842663,151.99819457530975
1245.1872385293245,152.16325736045837
1235.2890263088048,150.79185622930527
1226.0237300992012,147.13878536224365
1218.477272450924,140.66586077213287
1213.6907188855112,131.94628874212503
1212.5021161213517,122.07016492635012
1214.5095283091068,112.32989743351936
1220.029767036438,104.0729513168335
1228.4144523739815,98.70485204458237
1237.8645629882812,95.46038818359375
1247.638949431479,93.32714490965009
1257.4185733795166,91.30560779571533
1267.1806160509586,89.15785212814808
1276.8216712474823,86.49525444209576
1285.0057067871094,82.24996948242188
1281.5672163963318,73.20483112335205
1272.0060196816921,70.87513142824173
1262.1068932414055,72.02138042449951
1254.2202701568604,77.74427032470703
1285.03125,108.83933329582214
1281.335154891014,104.0219224691391
1271.7683004140854,106.89598596096039
1262.1575413942337,109.65515863895416
1253.41619181633,114.31339395046234
1251.044920027256,123.57375329732895
1257.7743980884552,130.35878205299377
1267.6789321303368,130.6409307718277
1276.8403294086456,126.79999834299088
1283.249074280262,119.32285290956497
1285.0257738232613,109.53318053483963
1345.21875,149.99545425921679
1345.21875,139.9977132846834
1345.21875,130.00171248523657
1345.21875,119.9929503245512
1345.21875,110.00615219819883
1345.21875,99.99998536710336
1345.21875,90.00176486624696
1345.21875,80.00631642266126
1345.21875,70.00388827268011
1345.21875,60.00655422131058
1345.6551774044638,50.4375
1355.663162495599,50.4375
1365.6557931964708,50.4375
1375.659238178283,50.4375
1380.75,55.347673495765775
1380.75,65.34273990505608
1386.5488430857658,60.199961230158806
1394.3148767352104,53.9346739500761
1403.4190607070923,49.87465310096741
1413.2839556336403,48.28523410856724
1423.2538300417364,48.62437240406871
1432.8357262462378,51.368556305766106
1440.9984761327505,57.04754488170147
1446.6212255358696,65.2493925690651
1449.5158658735454,74.79265070334077
1450.4769122600555,84.74571061134338
1450.5,94.73336404189467
1450.5,104.74677345239343
1450.5,114.73965866551055
1450.5,124.73950825376505
1450.5,134.7418818845881
1450.5,144.74058497053193
1445.7598461459274,150
1435.7575633156448,150
1425.7557784222518,150
1415.7635369100608,150
1412.15625,143.6123274229467
1412.15625,133.61028588266345
1412.15625,123.60726492657705
1412.15625,113.59516195667675
1412.15625,103.59512578585418
1412.1282505989075,93.609699010849
1410.0178685188293,83.90927481651306
1402.0975806713104,78.37231117486954
1392.3505954742432,79.55373001098633
1385.6945784687996,86.73611006140709
1383.5944588780403,96.47898754477501
1383.375,106.47261796693783
1383.375,116.4680627809139
1383.375,126.47894331290445
1383.375,136.4746242592537
1383.375,146.4648157850752
1376.9023123048246,150
1366.9026084083462,150
1356.9001938405781,150
1346.9075096226297,150
